V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Amount,Class,Prediction,Fraud_Probability
-0.5279852892711134,2.502246519143616,0.6952927266643856,-1.7952162846299298,-1.116564482172479,-1.533083172871792,-2.4635446965085945,1.1974231998049074,-1.9006531584153368,3.4879292258239065,64.9,0,Not Fraud,0.007412880919872269
-0.9694567772480728,-0.0278426990784642,0.4918144010879626,-0.9046053315584104,0.0957511566948584,1.0473431163438045,-0.8382832367759102,-0.8571723738917058,-0.8483194056261063,0.0396130691437114,45.85,0,Not Fraud,0.1868283453905815
-0.2334248425442293,-1.991787235051112,-0.4578169695901857,-0.4070698617594199,-2.221362391220276,-2.598014189473973,0.8579892971621974,-0.5791288370068761,-1.2511538337688417,0.1653762371936991,69.43,0,Not Fraud,0.4207258493198258
-1.74684228387456,1.005994457740662,-1.276618200244661,-2.529162161513636,-1.5375753495480535,-2.303886235302519,-0.133311272345997,-0.7483831806910334,0.509018910577683,2.2544633490237804,95.69,0,Not Fraud,0.18322680627405113
-1.2971313772269633,-1.451861488454803,1.791782273613359,-0.5127219584982559,-0.6224807111896243,-1.0662182833763123,-1.2508668813885504,-0.0001316862269378,-0.9285413040720776,0.4232561227648834,42.98,0,Not Fraud,0.10913977092377335
1.5225888032445862,-0.2679461363929326,0.7833042370887136,1.3013328397572528,1.1182947856314915,0.2190407012366255,-0.7439365335310031,3.284118201287884,1.3173675020851447,-1.3623377699712436,42.98,0,Fraud,0.6603262151250878
1.3365716304800686,-0.7439461125475275,0.4078790508974909,3.832668976855663,2.557915379164718,0.3756507652501841,-1.285802645366163,0.0495918276615858,1.215787605779839,-0.7090795420688402,97.38,0,Fraud,0.6346357124504898
0.8655923658129892,-1.2746866441294054,-1.3882924314848524,0.4074385536308527,-0.7337988680769728,-1.4543905517748057,-3.463782982787798,-0.940977261282717,-2.661392910874209,0.3363833596339114,73.02,0,Not Fraud,0.0023343328104246715
1.633095412164637,-0.6101663176259038,1.5355307733718824,-0.9850965017050584,-0.5220126989666702,0.0027135206965138,-2.9834624217020917,-0.622127480356389,-1.2918074521548382,-1.4869096154774386,35.92,0,Not Fraud,0.006608694899858935
-0.8569800205103124,-3.0504708467263093,1.5329782475310847,0.3195752053672613,-1.513608015831565,-1.6168429463663716,-0.3490101464517648,0.1382252365018404,-2.3375430160451143,-0.171689968041015,66.28,0,Not Fraud,0.2609766939143708
1.0228579109976417,-0.2878233275978017,-0.5160265317217283,-2.090722984836548,-2.518392424197174,-2.230705162570315,0.5477791303104269,0.8468537431799008,-0.342034195768743,-0.3957073481501492,36.1,0,Not Fraud,0.2381999703820696
-0.1809921590021086,-2.9462489018619653,-1.4679181776388008,0.9249613938059064,-1.2706565035548332,-3.0557437342967404,-0.9130054810212253,0.1632556262921654,-1.00372393165229,0.042786462388151,36.03,0,Not Fraud,0.08984932342321254
-4.554381691461483,-0.6951740356631493,0.999991005059611,-2.384436734096432,-0.7804592454431586,-1.3508944935469511,0.5651527615220602,-0.5142094443630262,0.9114016446760532,2.078109874634692,57.26,0,Fraud,0.6333638424805474
-0.9856400191238864,-2.9102581956316493,-3.329503797508129,-0.8103017877162686,-3.3963889433099714,-3.05288200188526,1.221403108124168,-0.0643975406247079,-3.143238288194813,0.6548648983342248,7.4,0,Not Fraud,0.18677269374155842
-0.7325249127755025,-1.4025059894905367,0.01578477336065,-1.3091376587939378,-1.832354115009906,-1.7673359617278512,-1.2597003069903407,-1.1315053013521623,-2.0284327780779408,0.5568765698554738,1.75,0,Not Fraud,0.01643981499337244
-0.0941153339396594,-2.00218577784484,-0.0547463956762155,0.4569063045154149,-1.5068555224201177,-2.9166431842860616,0.0145123753160891,-0.2029239565342277,-0.7242128275557205,0.4135589677963834,33.13,0,Not Fraud,0.21664684926550376
2.213928568288889,-3.7232186297718415,-0.1103647592918598,1.8734570529136605,0.477265237632024,-0.4180944322202914,-2.049786207921729,0.3199278618447733,0.1035944959962306,-3.7921632689323617,19.62,0,Not Fraud,0.09742583685231236
1.7210044439789378,-0.1551667914649692,0.1361246340758442,1.7379606068977975,1.2395274620645509,-0.3381287509380549,-1.0066973375702988,2.485313924533686,1.538857156704978,-0.9880035725176508,59.43,0,Fraud,0.5469924915781778
-1.874187874486783,-0.4799058769384884,-0.0470585407743865,0.5640801854281955,1.6001234074415265,-0.925899708859339,-2.36322818910033,1.321880992159802,1.905290564181753,1.0349302353512797,22.76,0,Not Fraud,0.11174401926511061
